model,p,n,rho,block,seed,R_bh_0.05,V_bh_0.05,S_bh_0.05,R_by_0.05,V_by_0.05,S_by_0.05,fdr_bh_0.05,power_bh_0.05,fdr_by_0.05,power_by_0.05,R_bh_0.1,V_bh_0.1,S_bh_0.1,R_by_0.1,V_by_0.1,S_by_0.1,fdr_bh_0.1,power_bh_0.1,fdr_by_0.1,power_by_0.1,t_lct_0.05,R_lct_0.05,V_lct_0.05,S_lct_0.05,fdr_lct_0.05,power_lct_0.05,t_lct_0.1,R_lct_0.1,V_lct_0.1,S_lct_0.1,fdr_lct_0.1,power_lct_0.1,t_lctb_0.05_B100,R_lctb_0.05_B100,V_lctb_0.05_B100,S_lctb_0.05_B100,fdr_lctb_0.05_B100,power_lctb_0.05_B100,t_lctb_0.1_B100,R_lctb_0.1_B100,V_lctb_0.1_B100,S_lctb_0.1_B100,fdr_lctb_0.1_B100,power_lctb_0.1_B100,wall_time_s
t,250,80,0.6,20,0,183,0,183,161,0,161,0.0,0.9631578947368421,0.0,0.8473684210526315,188,0,188,169,0,169,0.0,0.9894736842105263,0.0,0.8894736842105263,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,1.394214
t,250,80,0.6,20,1,178,0,178,129,0,129,0.0,0.9368421052631579,0.0,0.6789473684210526,181,0,181,149,0,149,0.0,0.9526315789473684,0.0,0.7842105263157895,4.917532883103159,1,0,1,0.0,0.005263157894736842,4.917532883103159,1,0,1,0.0,0.005263157894736842,4.917532883103159,1,0,1,0.0,0.005263157894736842,4.194783140632986,6,0,6,0.0,0.031578947368421054,1.374123
t,250,80,0.6,20,2,166,0,166,87,0,87,0.0,0.8736842105263158,0.0,0.45789473684210524,182,0,182,110,0,110,0.0,0.9578947368421052,0.0,0.5789473684210527,inf,0,0,0,0.0,0.0,4.663970453242052,1,0,1,0.0,0.005263157894736842,inf,0,0,0,0.0,0.0,4.392994475344737,2,0,2,0.0,0.010526315789473684,1.466568
t,250,80,0.6,20,3,146,0,146,59,0,59,0.0,0.7684210526315789,0.0,0.3105263157894737,157,0,157,95,0,95,0.0,0.8263157894736842,0.0,0.5,inf,0,0,0,0.0,0.0,4.410097007679984,4,0,4,0.0,0.021052631578947368,inf,0,0,0,0.0,0.0,4.228218813606966,7,0,7,0.0,0.03684210526315789,1.451463
t,250,80,0.6,20,4,182,0,182,114,0,114,0.0,0.9578947368421052,0.0,0.6,186,0,186,141,0,141,0.0,0.9789473684210527,0.0,0.7421052631578947,3.8986340451409975,61,0,61,0.0,0.32105263157894737,3.652721497215945,83,0,83,0.0,0.4368421052631579,4.009917356626698,43,0,43,0.0,0.22631578947368422,3.710097274803584,79,0,79,0.0,0.41578947368421054,1.427944
t,250,80,0.6,20,5,184,0,184,144,0,144,0.0,0.968421052631579,0.0,0.7578947368421053,188,0,188,163,0,163,0.0,0.9894736842105263,0.0,0.8578947368421053,3.753768977788324,109,0,109,0.0,0.5736842105263158,3.534150933192674,131,0,131,0.0,0.6894736842105263,3.7913544042330005,105,0,105,0.0,0.5526315789473685,3.584584092429526,124,0,124,0.0,0.6526315789473685,1.327035
t,250,80,0.6,20,6,140,0,140,80,0,80,0.0,0.7368421052631579,0.0,0.42105263157894735,166,0,166,104,0,104,0.0,0.8736842105263158,0.0,0.5473684210526316,inf,0,0,0,0.0,0.0,3.877487070565181,33,0,33,0.0,0.1736842105263158,inf,0,0,0,0.0,0.0,3.9091999224450196,32,0,32,0.0,0.16842105263157894,1.444418
t,250,80,0.6,20,7,184,0,184,145,0,145,0.0,0.968421052631579,0.0,0.7631578947368421,187,0,187,158,0,158,0.0,0.9842105263157894,0.0,0.8315789473684211,4.045465572373219,33,0,33,0.0,0.1736842105263158,3.6683414275078987,76,0,76,0.0,0.4,4.015589730380356,36,0,36,0.0,0.18947368421052632,3.679302425101558,75,0,75,0.0,0.39473684210526316,1.432659
t,250,80,0.6,20,8,162,1,161,96,0,96,0.006172839506172839,0.8473684210526315,0.0,0.5052631578947369,172,1,171,112,0,112,0.005813953488372093,0.9,0.0,0.5894736842105263,4.597658428705468,5,0,5,0.0,0.02631578947368421,3.9309287780703994,29,0,29,0.0,0.15263157894736842,3.9309287780703994,29,0,29,0.0,0.15263157894736842,3.730107199273966,39,0,39,0.0,0.20526315789473684,1.354267
t,250,80,0.6,20,9,194,34,160,126,4,122,0.17525773195876287,0.8421052631578947,0.031746031746031744,0.6421052631578947,235,64,171,144,5,139,0.2723404255319149,0.9,0.034722222222222224,0.7315789473684211,inf,0,0,0,0.0,0.0,4.382836581433026,4,0,4,0.0,0.021052631578947368,inf,0,0,0,0.0,0.0,4.035700420165134,10,0,10,0.0,0.05263157894736842,1.332269
