model,p,n,rho,block,seed,R_bh_0.05,V_bh_0.05,S_bh_0.05,R_by_0.05,V_by_0.05,S_by_0.05,fdr_bh_0.05,power_bh_0.05,fdr_by_0.05,power_by_0.05,R_bh_0.1,V_bh_0.1,S_bh_0.1,R_by_0.1,V_by_0.1,S_by_0.1,fdr_bh_0.1,power_bh_0.1,fdr_by_0.1,power_by_0.1,t_lct_0.05,R_lct_0.05,V_lct_0.05,S_lct_0.05,fdr_lct_0.05,power_lct_0.05,t_lct_0.1,R_lct_0.1,V_lct_0.1,S_lct_0.1,fdr_lct_0.1,power_lct_0.1,t_lctb_0.05_B100,R_lctb_0.05_B100,V_lctb_0.05_B100,S_lctb_0.05_B100,fdr_lctb_0.05_B100,power_lctb_0.05_B100,t_lctb_0.1_B100,R_lctb_0.1_B100,V_lctb_0.1_B100,S_lctb_0.1_B100,fdr_lctb_0.1_B100,power_lctb_0.1_B100,wall_time_s
gaussian,250,120,0.5,20,0,135,8,127,74,0,74,0.05925925925925926,0.6684210526315789,0.0,0.3894736842105263,160,18,142,94,1,93,0.1125,0.7473684210526316,0.010638297872340425,0.48947368421052634,3.8778201631987903,70,4,66,0.05714285714285714,0.3473684210526316,3.596226384348668,101,14,87,0.13861386138613863,0.45789473684210524,3.9217084175060557,65,4,61,0.06153846153846154,0.32105263157894737,3.671890569665136,90,11,79,0.12222222222222222,0.41578947368421054,1.439361
gaussian,250,120,0.5,20,1,109,9,100,45,0,45,0.08256880733944955,0.5263157894736842,0.0,0.23684210526315788,136,21,115,64,0,64,0.15441176470588236,0.6052631578947368,0.0,0.3368421052631579,3.917570181683482,58,7,51,0.1206896551724138,0.26842105263157895,3.658722729369996,85,16,69,0.18823529411764706,0.3631578947368421,3.925020625126751,57,7,50,0.12280701754385964,0.2631578947368421,3.658722729369996,85,16,69,0.18823529411764706,0.3631578947368421,1.440698
gaussian,250,120,0.5,20,2,115,10,105,56,0,56,0.08695652173913043,0.5526315789473685,0.0,0.29473684210526313,153,27,126,72,0,72,0.17647058823529413,0.6631578947368421,0.0,0.37894736842105264,3.8634529073687784,70,10,60,0.14285714285714285,0.3157894736842105,3.5798064866518247,110,22,88,0.2,0.4631578947368421,3.924273826589086,64,8,56,0.125,0.29473684210526313,3.6243673927408318,104,22,82,0.21153846153846154,0.43157894736842106,1.506309
gaussian,250,120,0.5,20,3,127,4,123,73,0,73,0.031496062992125984,0.6473684210526316,0.0,0.38421052631578945,153,11,142,89,0,89,0.0718954248366013,0.7473684210526316,0.0,0.46842105263157896,3.8276788073090757,92,3,89,0.03260869565217391,0.46842105263157896,3.5661660798307864,113,9,104,0.07964601769911504,0.5473684210526316,3.8276788073090757,92,3,89,0.03260869565217391,0.46842105263157896,3.6734493977014453,99,4,95,0.04040404040404041,0.5,1.50791
gaussian,250,120,0.5,20,4,174,5,169,122,0,122,0.028735632183908046,0.8894736842105263,0.0,0.6421052631578947,194,16,178,139,0,139,0.08247422680412371,0.9368421052631579,0.0,0.7315789473684211,3.7528206352662425,110,3,107,0.02727272727272727,0.5631578947368421,3.496959424001,147,16,131,0.10884353741496598,0.6894736842105263,3.825811010688318,97,3,94,0.030927835051546393,0.49473684210526314,3.5610524404015056,138,12,126,0.08695652173913043,0.6631578947368421,1.437227
gaussian,250,120,0.5,20,5,191,9,182,152,0,152,0.04712041884816754,0.9578947368421052,0.0,0.8,213,27,186,170,0,170,0.1267605633802817,0.9789473684210527,0.0,0.8947368421052632,3.702140208368313,137,4,133,0.029197080291970802,0.7,3.4603259376959183,175,21,154,0.12,0.8105263157894737,3.7229783661004405,133,3,130,0.022556390977443608,0.6842105263157895,3.4916420073665737,171,21,150,0.12280701754385964,0.7894736842105263,1.679295
gaussian,250,120,0.5,20,6,117,11,106,59,0,59,0.09401709401709402,0.5578947368421052,0.0,0.3105263157894737,140,18,122,71,1,70,0.12857142857142856,0.6421052631578947,0.014084507042253521,0.3684210526315789,3.822490358511918,90,12,78,0.13333333333333333,0.4105263157894737,3.5534955523609364,119,20,99,0.16806722689075632,0.5210526315789473,3.8505731191037627,87,10,77,0.11494252873563218,0.4052631578947368,3.600472712962419,113,19,94,0.168141592920354,0.49473684210526314,1.353158
gaussian,250,120,0.5,20,7,170,7,163,119,0,119,0.041176470588235294,0.8578947368421053,0.0,0.6263157894736842,194,22,172,140,0,140,0.1134020618556701,0.9052631578947369,0.0,0.7368421052631579,3.746911000026872,115,3,112,0.02608695652173913,0.5894736842105263,3.4895657426341105,154,18,136,0.11688311688311688,0.7157894736842105,3.814593291121139,106,2,104,0.018867924528301886,0.5473684210526316,3.554131716969405,140,14,126,0.1,0.6631578947368421,1.528114
gaussian,250,120,0.5,20,8,121,5,116,60,0,60,0.04132231404958678,0.6105263157894737,0.0,0.3157894736842105,151,21,130,72,0,72,0.1390728476821192,0.6842105263157895,0.0,0.37894736842105264,3.905795823946962,60,1,59,0.016666666666666666,0.3105263157894737,3.6112554597902804,95,8,87,0.08421052631578947,0.45789473684210524,3.9773625524683878,58,1,57,0.017241379310344827,0.3,3.6739842008361543,88,5,83,0.056818181818181816,0.4368421052631579,1.411428
gaussian,250,120,0.5,20,9,154,6,148,94,0,94,0.03896103896103896,0.7789473684210526,0.0,0.49473684210526314,174,15,159,105,0,105,0.08620689655172414,0.8368421052631579,0.0,0.5526315789473685,3.7842581159766158,107,5,102,0.04672897196261682,0.5368421052631579,3.5365806802437616,131,11,120,0.08396946564885496,0.631578947368421,3.8118386939712514,104,4,100,0.038461538461538464,0.5263157894736842,3.597358876616591,125,9,116,0.072,0.6105263157894737,1.447015
