model,p,n,rho,block,seed,R_bh_0.05,V_bh_0.05,S_bh_0.05,R_by_0.05,V_by_0.05,S_by_0.05,fdr_bh_0.05,power_bh_0.05,fdr_by_0.05,power_by_0.05,R_bh_0.1,V_bh_0.1,S_bh_0.1,R_by_0.1,V_by_0.1,S_by_0.1,fdr_bh_0.1,power_bh_0.1,fdr_by_0.1,power_by_0.1,t_lct_0.05,R_lct_0.05,V_lct_0.05,S_lct_0.05,fdr_lct_0.05,power_lct_0.05,t_lct_0.1,R_lct_0.1,V_lct_0.1,S_lct_0.1,fdr_lct_0.1,power_lct_0.1,t_lctb_0.05_B100,R_lctb_0.05_B100,V_lctb_0.05_B100,S_lctb_0.05_B100,fdr_lctb_0.05_B100,power_lctb_0.05_B100,t_lctb_0.1_B100,R_lctb_0.1_B100,V_lctb_0.1_B100,S_lctb_0.1_B100,fdr_lctb_0.1_B100,power_lctb_0.1_B100,wall_time_s
t,250,80,0.5,20,0,131,0,131,57,0,57,0.0,0.6894736842105263,0.0,0.3,145,0,145,75,0,75,0.0,0.7631578947368421,0.0,0.39473684210526316,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,1.501216
t,250,80,0.5,20,1,71,0,71,2,0,2,0.0,0.3736842105263158,0.0,0.010526315789473684,107,0,107,10,0,10,0.0,0.5631578947368421,0.0,0.05263157894736842,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,1.510793
t,250,80,0.5,20,2,33,0,33,0,0,0,0.0,0.1736842105263158,0.0,0.0,75,0,75,0,0,0,0.0,0.39473684210526316,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,1.466979
t,250,80,0.5,20,3,26,0,26,2,0,2,0.0,0.1368421052631579,0.0,0.010526315789473684,49,0,49,2,0,2,0.0,0.2578947368421053,0.0,0.010526315789473684,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,1.461511
t,250,80,0.5,20,4,53,0,53,0,0,0,0.0,0.2789473684210526,0.0,0.0,81,0,81,0,0,0,0.0,0.4263157894736842,0.0,0.0,4.928019153111346,2,0,2,0.0,0.010526315789473684,4.282449963939011,6,0,6,0.0,0.031578947368421054,4.928019153111346,2,0,2,0.0,0.010526315789473684,4.34469117783166,5,0,5,0.0,0.02631578947368421,1.43774
t,250,80,0.5,20,5,76,0,76,7,0,7,0.0,0.4,0.0,0.03684210526315789,108,0,108,27,0,27,0.0,0.5684210526315789,0.0,0.14210526315789473,4.473103650409945,6,0,6,0.0,0.031578947368421054,3.983082785281524,22,0,22,0.0,0.11578947368421053,4.473103650409945,6,0,6,0.0,0.031578947368421054,4.071263239592186,16,0,16,0.0,0.08421052631578947,1.321603
t,250,80,0.5,20,6,48,0,48,0,0,0,0.0,0.25263157894736843,0.0,0.0,58,0,58,10,0,10,0.0,0.30526315789473685,0.0,0.05263157894736842,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,1.435183
t,250,80,0.5,20,7,68,0,68,0,0,0,0.0,0.35789473684210527,0.0,0.0,120,0,120,8,0,8,0.0,0.631578947368421,0.0,0.042105263157894736,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,1.380021
t,250,80,0.5,20,8,72,0,72,19,0,19,0.0,0.37894736842105264,0.0,0.1,89,1,88,31,0,31,0.011235955056179775,0.4631578947368421,0.0,0.1631578947368421,4.854054457707688,1,0,1,0.0,0.005263157894736842,4.854054457707688,1,0,1,0.0,0.005263157894736842,4.488269024609469,2,0,2,0.0,0.010526315789473684,4.2788154256416675,4,0,4,0.0,0.021052631578947368,1.39461
t,250,80,0.5,20,9,100,18,82,28,2,26,0.18,0.43157894736842106,0.07142857142857142,0.1368421052631579,172,55,117,42,3,39,0.31976744186046513,0.6157894736842106,0.07142857142857142,0.20526315789473684,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,inf,0,0,0,0.0,0.0,1.579823
