model,p,n,rho,block,seed,R_bh_0.05,V_bh_0.05,S_bh_0.05,R_by_0.05,V_by_0.05,S_by_0.05,fdr_bh_0.05,power_bh_0.05,fdr_by_0.05,power_by_0.05,R_bh_0.1,V_bh_0.1,S_bh_0.1,R_by_0.1,V_by_0.1,S_by_0.1,fdr_bh_0.1,power_bh_0.1,fdr_by_0.1,power_by_0.1,t_lct_0.05,R_lct_0.05,V_lct_0.05,S_lct_0.05,fdr_lct_0.05,power_lct_0.05,t_lct_0.1,R_lct_0.1,V_lct_0.1,S_lct_0.1,fdr_lct_0.1,power_lct_0.1,t_lctb_0.05_B100,R_lctb_0.05_B100,V_lctb_0.05_B100,S_lctb_0.05_B100,fdr_lctb_0.05_B100,power_lctb_0.05_B100,t_lctb_0.1_B100,R_lctb_0.1_B100,V_lctb_0.1_B100,S_lctb_0.1_B100,fdr_lctb_0.1_B100,power_lctb_0.1_B100,wall_time_s
gaussian,250,80,0.5,20,0,65,5,60,15,0,15,0.07692307692307693,0.3157894736842105,0.0,0.07894736842105263,80,9,71,22,1,21,0.1125,0.3736842105263158,0.045454545454545456,0.11052631578947368,4.31377617873681,11,3,8,0.2727272727272727,0.042105263157894736,4.001941285631111,20,4,16,0.2,0.08421052631578947,5.055337578294513,3,0,3,0.0,0.015789473684210527,4.15450805615243,18,4,14,0.2222222222222222,0.07368421052631578,1.917399
gaussian,250,80,0.5,20,1,32,2,30,12,1,11,0.0625,0.15789473684210525,0.08333333333333333,0.05789473684210526,54,7,47,14,1,13,0.12962962962962962,0.24736842105263157,0.07142857142857142,0.06842105263157895,4.315014619433347,11,2,9,0.18181818181818182,0.04736842105263158,3.9825751864100822,22,4,18,0.18181818181818182,0.09473684210526316,4.5929097680794095,7,1,6,0.14285714285714285,0.031578947368421054,4.127438452879093,19,3,16,0.15789473684210525,0.08421052631578947,2.261637
gaussian,250,80,0.5,20,2,22,2,20,2,0,2,0.09090909090909091,0.10526315789473684,0.0,0.010526315789473684,39,4,35,3,0,3,0.10256410256410256,0.18421052631578946,0.0,0.015789473684210527,4.341082045249621,9,0,9,0.0,0.04736842105263158,4.016743372863944,19,2,17,0.10526315789473684,0.08947368421052632,5.284940707784348,1,0,1,0.0,0.005263157894736842,4.241337356056149,11,1,10,0.09090909090909091,0.05263157894736842,1.41775
gaussian,250,80,0.5,20,3,31,2,29,5,1,4,0.06451612903225806,0.15263157894736842,0.2,0.021052631578947368,44,4,40,8,1,7,0.09090909090909091,0.21052631578947367,0.125,0.03684210526315789,4.356293575346544,12,2,10,0.16666666666666666,0.05263157894736842,3.9686102432778476,23,5,18,0.21739130434782608,0.09473684210526316,4.356293575346544,12,2,10,0.16666666666666666,0.05263157894736842,4.1557952907009605,17,4,13,0.23529411764705882,0.06842105263157895,1.511782
gaussian,250,80,0.5,20,4,113,4,109,47,0,47,0.035398230088495575,0.5736842105263158,0.0,0.24736842105263157,143,14,129,67,0,67,0.0979020979020979,0.6789473684210526,0.0,0.3526315789473684,4.131788054835757,23,1,22,0.043478260869565216,0.11578947368421053,3.8779063260353452,36,3,33,0.08333333333333333,0.1736842105263158,4.256827828589177,17,0,17,0.0,0.08947368421052632,3.986902203299733,30,3,27,0.1,0.14210526315789473,1.40694
gaussian,250,80,0.5,20,5,167,15,152,101,1,100,0.08982035928143713,0.8,0.009900990099009901,0.5263157894736842,199,31,168,120,1,119,0.15577889447236182,0.8842105263157894,0.008333333333333333,0.6263157894736842,3.9142913920504316,59,4,55,0.06779661016949153,0.2894736842105263,3.591332585208077,105,20,85,0.19047619047619047,0.4473684210526316,4.0934362293651905,41,2,39,0.04878048780487805,0.20526315789473684,3.7356072188624636,82,10,72,0.12195121951219512,0.37894736842105264,1.971537
gaussian,250,80,0.5,20,6,55,2,53,16,0,16,0.03636363636363636,0.2789473684210526,0.0,0.08421052631578947,73,6,67,26,0,26,0.0821917808219178,0.3526315789473684,0.0,0.1368421052631579,4.139192330873539,22,1,21,0.045454545454545456,0.11052631578947368,3.804479631051743,46,7,39,0.15217391304347827,0.20526315789473684,4.295350638795427,17,1,16,0.058823529411764705,0.08421052631578947,4.0004926271343315,29,3,26,0.10344827586206896,0.1368421052631579,1.306736
gaussian,250,80,0.5,20,7,114,4,110,38,0,38,0.03508771929824561,0.5789473684210527,0.0,0.2,144,11,133,58,0,58,0.0763888888888889,0.7,0.0,0.30526315789473685,4.160247364049923,20,1,19,0.05,0.1,3.7218720754396797,63,7,56,0.1111111111111111,0.29473684210526313,4.246940832407949,19,1,18,0.05263157894736842,0.09473684210526316,3.825789041231181,53,5,48,0.09433962264150944,0.25263157894736843,1.804223
gaussian,250,80,0.5,20,8,50,2,48,14,1,13,0.04,0.25263157894736843,0.07142857142857142,0.06842105263157895,73,5,68,18,1,17,0.0684931506849315,0.35789473684210527,0.05555555555555555,0.08947368421052632,4.3495263881660176,9,1,8,0.1111111111111111,0.042105263157894736,4.034957787957359,19,6,13,0.3157894736842105,0.06842105263157895,4.416707841821299,8,1,7,0.125,0.03684210526315789,4.1287817162753795,16,5,11,0.3125,0.05789473684210526,1.470264
gaussian,250,80,0.5,20,9,86,5,81,37,1,36,0.05813953488372093,0.4263157894736842,0.02702702702702703,0.18947368421052632,109,8,101,43,1,42,0.07339449541284404,0.531578947368421,0.023255813953488372,0.22105263157894736,4.073670714448691,29,1,28,0.034482758620689655,0.14736842105263157,3.724461345100955,62,11,51,0.1774193548387097,0.26842105263157895,4.234797946377431,22,1,21,0.045454545454545456,0.11052631578947368,3.8702338558418705,44,5,39,0.11363636363636363,0.20526315789473684,1.35214
