model,x_model,p,n1,n2,rho,block,cov_kind,decay,seed,R_bh_0.05,V_bh_0.05,S_bh_0.05,R_by_0.05,V_by_0.05,S_by_0.05,fdr_bh_0.05,power_bh_0.05,fdr_by_0.05,power_by_0.05,R_bh_0.1,V_bh_0.1,S_bh_0.1,R_by_0.1,V_by_0.1,S_by_0.1,fdr_bh_0.1,power_bh_0.1,fdr_by_0.1,power_by_0.1,t_lct_cai_liu_0.05,R_lct_cai_liu_0.05,V_lct_cai_liu_0.05,S_lct_cai_liu_0.05,fdr_lct_cai_liu_0.05,power_lct_cai_liu_0.05,t_lct_cai_liu_0.1,R_lct_cai_liu_0.1,V_lct_cai_liu_0.1,S_lct_cai_liu_0.1,fdr_lct_cai_liu_0.1,power_lct_cai_liu_0.1,t_lct_gaussian_0.05,R_lct_gaussian_0.05,V_lct_gaussian_0.05,S_lct_gaussian_0.05,fdr_lct_gaussian_0.05,power_lct_gaussian_0.05,t_lct_gaussian_0.1,R_lct_gaussian_0.1,V_lct_gaussian_0.1,S_lct_gaussian_0.1,fdr_lct_gaussian_0.1,power_lct_gaussian_0.1,t_lct_jackknife_0.05,R_lct_jackknife_0.05,V_lct_jackknife_0.05,S_lct_jackknife_0.05,fdr_lct_jackknife_0.05,power_lct_jackknife_0.05,t_lct_jackknife_0.1,R_lct_jackknife_0.1,V_lct_jackknife_0.1,S_lct_jackknife_0.1,fdr_lct_jackknife_0.1,power_lct_jackknife_0.1,t_lctb_0.05_B100,R_lctb_0.05_B100,V_lctb_0.05_B100,S_lctb_0.05_B100,fdr_lctb_0.05_B100,power_lctb_0.05_B100,t_lctb_0.1_B100,R_lctb_0.1_B100,V_lctb_0.1_B100,S_lctb_0.1_B100,fdr_lctb_0.1_B100,power_lctb_0.1_B100,wall_time_s
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,0,27,1,26,18,0,18,0.037037037037037035,0.1368421052631579,0.0,0.09473684210526316,32,5,27,20,0,20,0.15625,0.14210526315789473,0.0,0.10526315789473684,4.064800385046958,39,2,37,0.05128205128205128,0.19473684210526315,3.826844878171489,48,8,40,0.16666666666666666,0.21052631578947367,4.0262745956619534,39,2,37,0.05128205128205128,0.19473684210526315,3.7905744083280317,47,7,40,0.14893617021276595,0.21052631578947367,4.47037139788886,10,0,10,0.0,0.05263157894736842,4.149534775672266,15,1,14,0.06666666666666667,0.07368421052631578,4.215154735180905,36,0,36,0.0,0.18947368421052632,3.8672683979015705,46,6,40,0.13043478260869565,0.21052631578947367,1.893912
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,1,29,3,26,16,0,16,0.10344827586206896,0.1368421052631579,0.0,0.08421052631578947,33,3,30,21,0,21,0.09090909090909091,0.15789473684210525,0.0,0.11052631578947368,4.078143320050904,39,6,33,0.15384615384615385,0.1736842105263158,3.856430651624994,41,7,34,0.17073170731707318,0.17894736842105263,4.037234690388725,39,6,33,0.15384615384615385,0.1736842105263158,3.8617488858466067,40,6,34,0.15,0.17894736842105263,4.255674221327948,14,1,13,0.07142857142857142,0.06842105263157895,4.048904236241878,19,2,17,0.10526315789473684,0.08947368421052632,4.173964558581832,38,6,32,0.15789473684210525,0.16842105263157894,4.078143320050904,39,6,33,0.15384615384615385,0.1736842105263158,1.617042
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,2,21,0,21,17,0,17,0.0,0.11052631578947368,0.0,0.08947368421052632,24,2,22,18,0,18,0.08333333333333333,0.11578947368421053,0.0,0.09473684210526316,4.070478503749085,31,3,28,0.0967741935483871,0.14736842105263157,3.9897135663042094,33,4,29,0.12121212121212122,0.15263157894736842,4.159498187752465,28,0,28,0.0,0.14736842105263157,3.931638882622159,32,3,29,0.09375,0.15263157894736842,4.263315120407312,13,2,11,0.15384615384615385,0.05789473684210526,4.069244325614331,15,2,13,0.13333333333333333,0.06842105263157895,4.471166163491224,27,1,26,0.037037037037037035,0.1368421052631579,4.0293778591802285,32,4,28,0.125,0.14736842105263157,1.67882
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,3,24,2,22,17,0,17,0.08333333333333333,0.11578947368421053,0.0,0.08947368421052632,30,5,25,20,0,20,0.16666666666666666,0.13157894736842105,0.0,0.10526315789473684,4.103590279969381,33,3,30,0.09090909090909091,0.15789473684210525,3.892115941462432,37,6,31,0.16216216216216217,0.1631578947368421,4.052925123222281,33,3,30,0.09090909090909091,0.15789473684210525,3.8699368149580384,36,5,31,0.1388888888888889,0.1631578947368421,4.364661697345742,12,1,11,0.08333333333333333,0.05789473684210526,4.1534541484910585,14,1,13,0.07142857142857142,0.06842105263157895,4.33129583293333,31,1,30,0.03225806451612903,0.15789473684210525,3.988414159412938,35,5,30,0.14285714285714285,0.15789473684210525,1.82375
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,4,21,0,21,17,0,17,0.0,0.11052631578947368,0.0,0.08947368421052632,25,0,25,18,0,18,0.0,0.13157894736842105,0.0,0.09473684210526316,4.1485297989525804,30,1,29,0.03333333333333333,0.15263157894736842,3.8908975882875176,34,2,32,0.058823529411764705,0.16842105263157894,4.106469079923518,29,0,29,0.0,0.15263157894736842,4.001623672338395,30,0,30,0.0,0.15789473684210525,4.2865695781078115,14,0,14,0.0,0.07368421052631578,4.062143373507599,17,2,15,0.11764705882352941,0.07894736842105263,4.271778320875057,28,1,27,0.03571428571428571,0.14210526315789473,4.042610506931923,31,1,30,0.03225806451612903,0.15789473684210525,1.694325
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,5,29,2,27,22,0,22,0.06896551724137931,0.14210526315789473,0.0,0.11578947368421053,33,5,28,25,0,25,0.15151515151515152,0.14736842105263157,0.0,0.13157894736842105,4.044435545092485,37,3,34,0.08108108108108109,0.17894736842105263,3.8358723347601096,41,5,36,0.12195121951219512,0.18947368421052632,4.026681922051596,36,3,33,0.08333333333333333,0.1736842105263158,3.911185143192886,39,4,35,0.10256410256410256,0.18421052631578946,4.18136768453114,20,1,19,0.05,0.1,4.006190500264325,23,3,20,0.13043478260869565,0.10526315789473684,4.290754745638875,34,2,32,0.058823529411764705,0.16842105263157894,4.00217717053611,38,4,34,0.10526315789473684,0.17894736842105263,1.814653
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,6,27,2,25,21,0,21,0.07407407407407407,0.13157894736842105,0.0,0.11052631578947368,30,3,27,21,0,21,0.1,0.14210526315789473,0.0,0.11052631578947368,4.044687486224658,34,2,32,0.058823529411764705,0.16842105263157894,3.9029869981932275,36,3,33,0.08333333333333333,0.1736842105263158,4.052764254710024,33,2,31,0.06060606060606061,0.1631578947368421,3.8614717255285047,36,3,33,0.08333333333333333,0.1736842105263158,4.310741190499382,11,0,11,0.0,0.05789473684210526,4.142381729394011,14,1,13,0.07142857142857142,0.06842105263157895,4.371071456951833,32,1,31,0.03125,0.1631578947368421,4.044687486224658,34,2,32,0.058823529411764705,0.16842105263157894,1.67985
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,7,27,1,26,20,0,20,0.037037037037037035,0.1368421052631579,0.0,0.10526315789473684,32,4,28,21,0,21,0.125,0.14736842105263157,0.0,0.11052631578947368,4.118994171672319,37,4,33,0.10810810810810811,0.1736842105263158,3.9113518002746352,40,6,34,0.15,0.17894736842105263,4.0883146149204554,37,4,33,0.10810810810810811,0.1736842105263158,3.882218828842361,40,6,34,0.15,0.17894736842105263,4.3930271136974435,14,0,14,0.0,0.07368421052631578,4.027773756284253,18,1,17,0.05555555555555555,0.08947368421052632,4.215078684924995,36,4,32,0.1111111111111111,0.16842105263157894,3.9113518002746352,40,6,34,0.15,0.17894736842105263,1.844854
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,8,21,1,20,18,0,18,0.047619047619047616,0.10526315789473684,0.0,0.09473684210526316,24,2,22,18,0,18,0.08333333333333333,0.11578947368421053,0.0,0.09473684210526316,4.1245282137993815,27,1,26,0.037037037037037035,0.1368421052631579,3.88775294452078,32,4,28,0.125,0.14736842105263157,4.238869042175852,26,1,25,0.038461538461538464,0.13157894736842105,3.9203456323540022,29,3,26,0.10344827586206896,0.1368421052631579,4.310611149823814,12,1,11,0.08333333333333333,0.05789473684210526,4.0711325821233855,16,1,15,0.0625,0.07894736842105263,4.778383604882958,25,0,25,0.0,0.13157894736842105,4.1245282137993815,27,1,26,0.037037037037037035,0.1368421052631579,1.664467
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,9,23,1,22,18,0,18,0.043478260869565216,0.11578947368421053,0.0,0.09473684210526316,26,1,25,19,0,19,0.038461538461538464,0.13157894736842105,0.0,0.1,4.092256722409583,34,2,32,0.058823529411764705,0.16842105263157894,3.844961040942371,39,5,34,0.1282051282051282,0.17894736842105263,4.116027831433491,33,2,31,0.06060606060606061,0.1631578947368421,3.8709591112566413,36,4,32,0.1111111111111111,0.16842105263157894,4.314603447936999,13,0,13,0.0,0.06842105263157895,4.0112508735966586,19,0,19,0.0,0.1,4.367290928465756,31,1,30,0.03225806451612903,0.15789473684210525,4.092256722409583,34,2,32,0.058823529411764705,0.16842105263157894,1.608947
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,10,28,2,26,19,0,19,0.07142857142857142,0.1368421052631579,0.0,0.1,34,6,28,22,0,22,0.17647058823529413,0.14736842105263157,0.0,0.11578947368421053,4.075897535632588,33,3,30,0.09090909090909091,0.15789473684210525,3.8602433726400873,38,7,31,0.18421052631578946,0.1631578947368421,4.043083752020667,33,3,30,0.09090909090909091,0.15789473684210525,3.905949915690282,34,4,30,0.11764705882352941,0.15789473684210525,4.172045142841881,19,1,18,0.05263157894736842,0.09473684210526316,3.982525070411024,22,2,20,0.09090909090909091,0.10526315789473684,4.500938610681506,30,0,30,0.0,0.15789473684210525,4.075897535632588,33,3,30,0.09090909090909091,0.15789473684210525,1.852896
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,11,31,3,28,18,0,18,0.0967741935483871,0.14736842105263157,0.0,0.09473684210526316,35,3,32,20,0,20,0.08571428571428572,0.16842105263157894,0.0,0.10526315789473684,4.088633432830019,42,4,38,0.09523809523809523,0.2,3.850425244302071,44,4,40,0.09090909090909091,0.21052631578947367,4.051048777941144,42,4,38,0.09523809523809523,0.2,3.815030311897398,44,4,40,0.09090909090909091,0.21052631578947367,4.400845188298761,12,0,12,0.0,0.06315789473684211,4.098903048101277,15,0,15,0.0,0.07894736842105263,4.210422011835038,40,3,37,0.075,0.19473684210526315,3.9256370582212368,43,4,39,0.09302325581395349,0.20526315789473684,1.766901
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,12,23,1,22,22,0,22,0.043478260869565216,0.11578947368421053,0.0,0.11578947368421053,23,1,22,22,0,22,0.043478260869565216,0.11578947368421053,0.0,0.11578947368421053,4.135247088109801,28,1,27,0.03571428571428571,0.14210526315789473,3.9222401378870386,29,2,27,0.06896551724137931,0.14210526315789473,4.081988455892384,28,1,27,0.03571428571428571,0.14210526315789473,4.081988455892384,28,1,27,0.03571428571428571,0.14210526315789473,4.287821484395488,17,1,16,0.058823529411764705,0.08421052631578947,4.030395821508165,19,1,18,0.05263157894736842,0.09473684210526316,4.452133003224642,26,0,26,0.0,0.1368421052631579,4.135247088109801,28,1,27,0.03571428571428571,0.14210526315789473,1.722328
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,13,27,0,27,19,0,19,0.0,0.14210526315789473,0.0,0.1,30,2,28,20,0,20,0.06666666666666667,0.14736842105263157,0.0,0.10526315789473684,4.086574588908156,37,2,35,0.05405405405405406,0.18421052631578946,3.923878400385076,39,4,35,0.10256410256410256,0.18421052631578946,4.037709068242386,37,2,35,0.05405405405405406,0.18421052631578946,3.876958331537094,39,4,35,0.10256410256410256,0.18421052631578946,4.5024369586310184,14,0,14,0.0,0.07368421052631578,4.018660924828699,20,0,20,0.0,0.10526315789473684,4.293478438782174,34,1,33,0.029411764705882353,0.1736842105263158,3.9875893031683827,38,3,35,0.07894736842105263,0.18421052631578946,1.7307
gaussian,gaussian,250,80,120,0.7,20,block_ar1,0.6,14,30,0,30,26,0,26,0.0,0.15789473684210525,0.0,0.1368421052631579,40,4,36,28,0,28,0.1,0.18947368421052632,0.0,0.14736842105263157,4.09883426240428,43,2,41,0.046511627906976744,0.21578947368421053,3.7705724575245743,52,9,43,0.17307692307692307,0.22631578947368422,4.0522115320632155,43,2,41,0.046511627906976744,0.21578947368421053,3.7946201450904984,47,5,42,0.10638297872340426,0.22105263157894736,4.188260062743966,20,0,20,0.0,0.10526315789473684,3.9165187049249597,29,2,27,0.06896551724137931,0.14210526315789473,4.168202071189148,41,2,39,0.04878048780487805,0.20526315789473684,3.9034847238774297,45,3,42,0.06666666666666667,0.22105263157894736,1.679389
