file,model,p,n,rho,alpha,method,mean,se
power_nmix_p250_n120_rho0.6_b20_R20.csv,nmix,250,120,0.6,0.05,BH,0.7053632810415207,0.010781684134371541
power_nmix_p250_n120_rho0.6_b20_R20.csv,nmix,250,120,0.6,0.05,BY,0.27824672004764733,0.012908276795093647
power_nmix_p250_n120_rho0.6_b20_R20.csv,nmix,250,120,0.6,0.05,LCT-B,0.0314960629921259,
power_nmix_p250_n120_rho0.6_b20_R20.csv,nmix,250,120,0.6,0.05,LCT-N,0.06369308186508565,0.0027714123489895434
power_nmix_p250_n120_rho0.7_b20_R20.csv,nmix,250,120,0.7,-,BH,0.8238768370552576,0.0076693679435852246
power_nmix_p250_n120_rho0.7_b20_R20.csv,nmix,250,120,0.7,-,BY,0.36080953180366654,0.013370902992371906
power_nmix_p250_n120_rho0.7_b20_R20.csv,nmix,250,120,0.7,-,LCT-B,0.0471204188481675,
power_nmix_p250_n120_rho0.7_b20_R20.csv,nmix,250,120,0.7,-,LCT-N,0.10684688763460322,0.005163239461340225
power_nmix_p250_n120_rho0.7_b20_R20.csv,nmix,250,120,0.7,0.05,BH,0.6940207127820877,0.011554374408695311
power_nmix_p250_n120_rho0.7_b20_R20.csv,nmix,250,120,0.7,0.05,BY,0.25670514547930745,0.011622606550048813
power_nmix_p250_n120_rho0.7_b20_R20.csv,nmix,250,120,0.7,0.05,LCT-B,0.0326086956521739,
power_nmix_p250_n120_rho0.7_b20_R20.csv,nmix,250,120,0.7,0.05,LCT-N,0.06023046122722955,0.003008244133689013
power_nmix_p250_n120_rho0.8_b20_R20.csv,nmix,250,120,0.8,-,BH,0.8236613586714032,0.007597720537781257
power_nmix_p250_n120_rho0.8_b20_R20.csv,nmix,250,120,0.8,-,BY,0.35706294985685216,0.013265334246655096
power_nmix_p250_n120_rho0.8_b20_R20.csv,nmix,250,120,0.8,-,LCT-B,0.05,
power_nmix_p250_n120_rho0.8_b20_R20.csv,nmix,250,120,0.8,-,LCT-N,0.10761202103047436,0.00515292538992818
power_nmix_p250_n120_rho0.8_b20_R20.csv,nmix,250,120,0.8,0.05,BH,0.6926569777918036,0.011709562791901362
power_nmix_p250_n120_rho0.8_b20_R20.csv,nmix,250,120,0.8,0.05,BY,0.25468052340146463,0.011921924444593172
power_nmix_p250_n120_rho0.8_b20_R20.csv,nmix,250,120,0.8,0.05,LCT-B,0.0306122448979591,
