model,x_model,p,n1,n2,rho,block,cov_kind,decay,seed,R_bh_0.05,V_bh_0.05,S_bh_0.05,R_by_0.05,V_by_0.05,S_by_0.05,fdr_bh_0.05,power_bh_0.05,fdr_by_0.05,power_by_0.05,R_bh_0.1,V_bh_0.1,S_bh_0.1,R_by_0.1,V_by_0.1,S_by_0.1,fdr_bh_0.1,power_bh_0.1,fdr_by_0.1,power_by_0.1,t_lct_cai_liu_0.05,R_lct_cai_liu_0.05,V_lct_cai_liu_0.05,S_lct_cai_liu_0.05,fdr_lct_cai_liu_0.05,power_lct_cai_liu_0.05,t_lct_cai_liu_0.1,R_lct_cai_liu_0.1,V_lct_cai_liu_0.1,S_lct_cai_liu_0.1,fdr_lct_cai_liu_0.1,power_lct_cai_liu_0.1,t_lct_gaussian_0.05,R_lct_gaussian_0.05,V_lct_gaussian_0.05,S_lct_gaussian_0.05,fdr_lct_gaussian_0.05,power_lct_gaussian_0.05,t_lct_gaussian_0.1,R_lct_gaussian_0.1,V_lct_gaussian_0.1,S_lct_gaussian_0.1,fdr_lct_gaussian_0.1,power_lct_gaussian_0.1,t_lct_jackknife_0.05,R_lct_jackknife_0.05,V_lct_jackknife_0.05,S_lct_jackknife_0.05,fdr_lct_jackknife_0.05,power_lct_jackknife_0.05,t_lct_jackknife_0.1,R_lct_jackknife_0.1,V_lct_jackknife_0.1,S_lct_jackknife_0.1,fdr_lct_jackknife_0.1,power_lct_jackknife_0.1,t_lctb_0.05_B100,R_lctb_0.05_B100,V_lctb_0.05_B100,S_lctb_0.05_B100,fdr_lctb_0.05_B100,power_lctb_0.05_B100,t_lctb_0.1_B100,R_lctb_0.1_B100,V_lctb_0.1_B100,S_lctb_0.1_B100,fdr_lctb_0.1_B100,power_lctb_0.1_B100,wall_time_s
gaussian,gaussian,250,120,120,0.7,20,block_ar1,0.6,0,33,0,33,24,0,24,0.0,0.1736842105263158,0.0,0.12631578947368421,39,3,36,27,0,27,0.07692307692307693,0.18947368421052632,0.0,0.14210526315789473,4.0400999709428485,41,0,41,0.0,0.21578947368421053,3.781498908936944,51,7,44,0.13725490196078433,0.23157894736842105,4.015902096320695,41,0,41,0.0,0.21578947368421053,3.780400595276338,50,6,44,0.12,0.23157894736842105,4.285350965071981,14,0,14,0.0,0.07368421052631578,3.9988644792082866,22,1,21,0.045454545454545456,0.11052631578947368,4.05126650204385,40,0,40,0.0,0.21052631578947367,3.8180219830618416,49,5,44,0.10204081632653061,0.23157894736842105,1.704511
gaussian,gaussian,250,120,120,0.7,20,block_ar1,0.6,1,33,2,31,25,0,25,0.06060606060606061,0.1631578947368421,0.0,0.13157894736842105,34,2,32,28,0,28,0.058823529411764705,0.16842105263157894,0.0,0.14736842105263157,4.0355581896368475,39,2,37,0.05128205128205128,0.19473684210526315,4.0355581896368475,39,2,37,0.05128205128205128,0.19473684210526315,4.011071507321239,39,2,37,0.05128205128205128,0.19473684210526315,4.011071507321239,39,2,37,0.05128205128205128,0.19473684210526315,4.38480856495406,21,0,21,0.0,0.11052631578947368,3.9171619569023646,30,1,29,0.03333333333333333,0.15263157894736842,4.112726304454812,37,1,36,0.02702702702702703,0.18947368421052632,4.0355581896368475,39,2,37,0.05128205128205128,0.19473684210526315,1.970475
gaussian,gaussian,250,120,120,0.7,20,block_ar1,0.6,2,30,3,27,20,0,20,0.1,0.14210526315789473,0.0,0.10526315789473684,33,6,27,22,0,22,0.18181818181818182,0.14210526315789473,0.0,0.11578947368421053,4.129012032877449,35,3,32,0.08571428571428572,0.16842105263157894,3.8617495010670098,40,7,33,0.175,0.1736842105263158,4.0823618888015085,35,3,32,0.08571428571428572,0.16842105263157894,3.8417803827389223,39,6,33,0.15384615384615385,0.1736842105263158,4.171239273514224,20,1,19,0.05,0.1,3.9458684163657614,25,5,20,0.2,0.10526315789473684,4.129012032877449,35,3,32,0.08571428571428572,0.16842105263157894,3.8856813433212065,39,6,33,0.15384615384615385,0.1736842105263158,1.836383
gaussian,gaussian,250,120,120,0.7,20,block_ar1,0.6,3,30,1,29,24,0,24,0.03333333333333333,0.15263157894736842,0.0,0.12631578947368421,35,5,30,25,0,25,0.14285714285714285,0.15789473684210525,0.0,0.13157894736842105,4.211988539638408,32,1,31,0.03125,0.1631578947368421,3.856367969196118,39,5,34,0.1282051282051282,0.17894736842105263,4.17607207309216,32,1,31,0.03125,0.1631578947368421,3.8703126844728586,38,4,34,0.10526315789473684,0.17894736842105263,4.190179054765577,20,0,20,0.0,0.10526315789473684,4.050666794597081,23,1,22,0.043478260869565216,0.11578947368421053,4.211988539638408,32,1,31,0.03125,0.1631578947368421,3.903599455779097,38,4,34,0.10526315789473684,0.17894736842105263,1.938442
gaussian,gaussian,250,120,120,0.7,20,block_ar1,0.6,4,27,0,27,22,0,22,0.0,0.14210526315789473,0.0,0.11578947368421053,29,1,28,23,0,23,0.034482758620689655,0.14736842105263157,0.0,0.12105263157894737,4.06224716832988,33,1,32,0.030303030303030304,0.16842105263157894,3.8634175267364723,36,1,35,0.027777777777777776,0.18421052631578946,4.052289311549859,32,0,32,0.0,0.16842105263157894,3.9458273200894363,35,1,34,0.02857142857142857,0.17894736842105263,4.1601876836467735,20,0,20,0.0,0.10526315789473684,3.934708646393994,27,3,24,0.1111111111111111,0.12631578947368421,4.36502013260004,31,0,31,0.0,0.1631578947368421,3.991562583016799,35,1,34,0.02857142857142857,0.17894736842105263,1.902713
gaussian,gaussian,250,120,120,0.7,20,block_ar1,0.6,5,33,2,31,28,1,27,0.06060606060606061,0.1631578947368421,0.03571428571428571,0.14210526315789473,36,3,33,28,1,27,0.08333333333333333,0.1736842105263158,0.03571428571428571,0.14210526315789473,4.021170393136377,39,3,36,0.07692307692307693,0.18947368421052632,3.829836949572729,40,3,37,0.075,0.19473684210526315,4.053697443665412,38,2,36,0.05263157894736842,0.18947368421052632,3.9798999471405367,39,3,36,0.07692307692307693,0.18947368421052632,4.164221288177434,25,0,25,0.0,0.13157894736842105,3.9595685805313767,30,2,28,0.06666666666666667,0.14736842105263157,4.0957331489982725,38,2,36,0.05263157894736842,0.18947368421052632,4.021170393136377,39,3,36,0.07692307692307693,0.18947368421052632,1.691304
gaussian,gaussian,250,120,120,0.7,20,block_ar1,0.6,6,32,2,30,25,0,25,0.0625,0.15789473684210525,0.0,0.13157894736842105,36,2,34,26,0,26,0.05555555555555555,0.17894736842105263,0.0,0.1368421052631579,4.009830957425619,43,2,41,0.046511627906976744,0.21578947368421053,4.009830957425619,43,2,41,0.046511627906976744,0.21578947368421053,4.032689307320143,41,2,39,0.04878048780487805,0.20526315789473684,3.978520584173628,42,2,40,0.047619047619047616,0.21052631578947367,4.193625949294485,22,1,21,0.045454545454545456,0.11052631578947368,3.940142171635185,27,3,24,0.1111111111111111,0.12631578947368421,4.0644259804754315,41,2,39,0.04878048780487805,0.20526315789473684,4.009830957425619,43,2,41,0.046511627906976744,0.21578947368421053,1.908819
gaussian,gaussian,250,120,120,0.7,20,block_ar1,0.6,7,30,2,28,23,0,23,0.06666666666666667,0.14736842105263157,0.0,0.12105263157894737,34,4,30,27,1,26,0.11764705882352941,0.15789473684210525,0.037037037037037035,0.1368421052631579,4.347144888347988,38,2,36,0.05263157894736842,0.18947368421052632,3.8578912692645373,41,4,37,0.0975609756097561,0.19473684210526315,4.330352364083899,38,2,36,0.05263157894736842,0.18947368421052632,3.8429886758586935,41,4,37,0.0975609756097561,0.19473684210526315,4.233614232170475,21,1,20,0.047619047619047616,0.10526315789473684,3.9647742755542423,24,3,21,0.125,0.11052631578947368,4.347144888347988,38,2,36,0.05263157894736842,0.18947368421052632,3.8578912692645373,41,4,37,0.0975609756097561,0.19473684210526315,1.99782
gaussian,gaussian,250,120,120,0.7,20,block_ar1,0.6,8,28,1,27,21,0,21,0.03571428571428571,0.14210526315789473,0.0,0.11052631578947368,30,3,27,24,0,24,0.1,0.14210526315789473,0.0,0.12631578947368421,4.1782590530407875,33,1,32,0.030303030303030304,0.16842105263157894,3.8718631984405003,38,5,33,0.13157894736842105,0.1736842105263158,4.12407747598446,33,1,32,0.030303030303030304,0.16842105263157894,3.8907847057945313,36,4,32,0.1111111111111111,0.16842105263157894,4.124372384420807,25,1,24,0.04,0.12631578947368421,4.015563470508904,26,1,25,0.038461538461538464,0.13157894736842105,4.1782590530407875,33,1,32,0.030303030303030304,0.16842105263157894,3.9419013137084655,36,4,32,0.1111111111111111,0.16842105263157894,1.678575
gaussian,gaussian,250,120,120,0.7,20,block_ar1,0.6,9,32,1,31,26,0,26,0.03125,0.1631578947368421,0.0,0.1368421052631579,32,1,31,28,1,27,0.03125,0.1631578947368421,0.03571428571428571,0.14210526315789473,3.9988213717801644,42,4,38,0.09523809523809523,0.2,3.818911972489851,44,4,40,0.09090909090909091,0.21052631578947367,4.057453343026209,41,4,37,0.0975609756097561,0.19473684210526315,3.943694538792434,42,4,38,0.09523809523809523,0.2,4.161113469313617,23,0,23,0.0,0.12105263157894737,3.9316303265014563,30,3,27,0.1,0.14210526315789473,4.114170350541959,41,4,37,0.0975609756097561,0.19473684210526315,3.9988213717801644,42,4,38,0.09523809523809523,0.2,1.923897
