model,x_model,p,n,rho,block,seed,R_bh_0.05,V_bh_0.05,S_bh_0.05,R_by_0.05,V_by_0.05,S_by_0.05,fdr_bh_0.05,power_bh_0.05,fdr_by_0.05,power_by_0.05,R_bh_0.1,V_bh_0.1,S_bh_0.1,R_by_0.1,V_by_0.1,S_by_0.1,fdr_bh_0.1,power_bh_0.1,fdr_by_0.1,power_by_0.1,t_lct_0.05,R_lct_0.05,V_lct_0.05,S_lct_0.05,fdr_lct_0.05,power_lct_0.05,t_lct_0.1,R_lct_0.1,V_lct_0.1,S_lct_0.1,fdr_lct_0.1,power_lct_0.1,t_lctb_0.05_B100,R_lctb_0.05_B100,V_lctb_0.05_B100,S_lctb_0.05_B100,fdr_lctb_0.05_B100,power_lctb_0.05_B100,t_lctb_0.1_B100,R_lctb_0.1_B100,V_lctb_0.1_B100,S_lctb_0.1_B100,fdr_lctb_0.1_B100,power_lctb_0.1_B100,wall_time_s
nmix,nmix,250,80,0.7,20,0,741,565,176,215,77,138,0.7624831309041835,0.9263157894736842,0.3581395348837209,0.7263157894736842,1363,1179,184,252,105,147,0.8650036683785767,0.968421052631579,0.4166666666666667,0.7736842105263158,3.637353375465224,182,22,160,0.12087912087912088,0.8421052631578947,3.4182811955625416,202,36,166,0.1782178217821782,0.8736842105263158,4.225591949854523,156,6,150,0.038461538461538464,0.7894736842105263,3.721399818913123,179,19,160,0.10614525139664804,0.8421052631578947,1.369735
nmix,nmix,250,80,0.7,20,1,536,355,181,222,57,165,0.6623134328358209,0.9526315789473684,0.25675675675675674,0.868421052631579,961,777,184,258,91,167,0.8085327783558793,0.968421052631579,0.35271317829457366,0.8789473684210526,3.636892238612638,195,15,180,0.07692307692307693,0.9473684210526315,3.4211070420448664,218,36,182,0.1651376146788991,0.9578947368421052,4.347401930109802,177,5,172,0.02824858757062147,0.9052631578947369,3.7181032741373925,190,13,177,0.06842105263157895,0.9315789473684211,1.430176
nmix,nmix,250,80,0.7,20,2,594,420,174,214,62,152,0.7070707070707071,0.9157894736842105,0.2897196261682243,0.8,1120,937,183,255,96,159,0.8366071428571429,0.9631578947368421,0.3764705882352941,0.8368421052631579,3.6373573505518175,187,17,170,0.09090909090909091,0.8947368421052632,3.4046796672716457,210,37,173,0.1761904761904762,0.9105263157894737,4.062050473832314,171,7,164,0.04093567251461988,0.8631578947368421,3.6373573505518175,187,17,170,0.09090909090909091,0.8947368421052632,1.702756
nmix,nmix,250,80,0.7,20,3,607,420,187,245,67,178,0.6919275123558485,0.9842105263157894,0.27346938775510204,0.9368421052631579,1068,878,190,298,116,182,0.8220973782771536,1.0,0.38926174496644295,0.9578947368421052,3.6311908998121463,216,28,188,0.12962962962962962,0.9894736842105263,3.391054695370604,228,40,188,0.17543859649122806,0.9894736842105263,3.9599754140622645,196,11,185,0.05612244897959184,0.9736842105263158,3.572629816351718,217,29,188,0.1336405529953917,0.9894736842105263,1.404695
nmix,nmix,250,80,0.7,20,4,645,497,148,150,51,99,0.7705426356589147,0.7789473684210526,0.34,0.5210526315789473,1218,1049,169,207,93,114,0.861247947454844,0.8894736842105263,0.4492753623188406,0.6,3.6971800976904556,136,12,124,0.08823529411764706,0.6526315789473685,3.502585408146932,145,15,130,0.10344827586206896,0.6842105263157895,4.700697627488869,89,2,87,0.02247191011235955,0.45789473684210524,3.8810018022357604,122,5,117,0.040983606557377046,0.6157894736842106,1.365859
nmix,nmix,250,80,0.7,20,5,600,422,178,183,44,139,0.7033333333333334,0.9368421052631579,0.24043715846994534,0.7315789473684211,1115,933,182,224,74,150,0.8367713004484305,0.9578947368421052,0.33035714285714285,0.7894736842105263,3.623383509738957,191,21,170,0.1099476439790576,0.8947368421052632,3.421650491939353,201,28,173,0.13930348258706468,0.9105263157894737,4.217881786880281,158,4,154,0.02531645569620253,0.8105263157894737,3.744918349178436,184,17,167,0.09239130434782608,0.8789473684210526,1.502943
nmix,nmix,250,80,0.7,20,6,864,686,178,258,107,151,0.7939814814814815,0.9368421052631579,0.41472868217054265,0.7947368421052632,1478,1297,181,326,165,161,0.8775372124492558,0.9526315789473684,0.5061349693251533,0.8473684210526315,3.62169121326582,194,23,171,0.11855670103092783,0.9,3.391573589304679,218,44,174,0.2018348623853211,0.9157894736842105,4.277250836110878,163,10,153,0.06134969325153374,0.8052631578947368,3.743686464822921,189,21,168,0.1111111111111111,0.8842105263157894,1.483123
nmix,nmix,250,80,0.7,20,7,615,427,188,247,70,177,0.6943089430894309,0.9894736842105263,0.2834008097165992,0.9315789473684211,1074,885,189,288,107,181,0.8240223463687151,0.9947368421052631,0.3715277777777778,0.9526315789473684,3.617745164408975,211,24,187,0.11374407582938388,0.9842105263157894,3.3880123787164904,223,36,187,0.16143497757847533,0.9842105263157894,4.232887909905255,189,8,181,0.042328042328042326,0.9526315789473684,3.696818212406942,207,22,185,0.10628019323671498,0.9736842105263158,1.45704
nmix,nmix,250,80,0.7,20,8,529,354,175,165,32,133,0.6691871455576559,0.9210526315789473,0.19393939393939394,0.7,1001,823,178,205,58,147,0.8221778221778222,0.9368421052631579,0.28292682926829266,0.7736842105263158,3.632405024618816,181,10,171,0.055248618784530384,0.9,3.428120572442766,202,27,175,0.13366336633663367,0.9210526315789473,4.284512733763833,160,4,156,0.025,0.8210526315789474,3.7157083687166064,177,10,167,0.05649717514124294,0.8789473684210526,1.365457
nmix,nmix,250,80,0.7,20,9,568,403,165,169,45,124,0.7095070422535211,0.868421052631579,0.26627218934911245,0.6526315789473685,1070,892,178,224,86,138,0.8336448598130841,0.9368421052631579,0.38392857142857145,0.7263157894736842,3.6352152662729176,173,15,158,0.08670520231213873,0.8315789473684211,3.4639554514731903,185,23,162,0.12432432432432433,0.8526315789473684,4.296068444588678,144,5,139,0.034722222222222224,0.7315789473684211,3.7512429071930082,169,12,157,0.07100591715976332,0.8263157894736842,1.6656
