model,x_model,p,n1,n2,rho,block,seed,k_rate,R_bh_0.05,V_bh_0.05,S_bh_0.05,R_by_0.05,V_by_0.05,S_by_0.05,fdr_bh_0.05,power_bh_0.05,fdr_by_0.05,power_by_0.05,R_bh_0.1,V_bh_0.1,S_bh_0.1,R_by_0.1,V_by_0.1,S_by_0.1,fdr_bh_0.1,power_bh_0.1,fdr_by_0.1,power_by_0.1,t_lct_0.05,R_lct_0.05,V_lct_0.05,S_lct_0.05,fdr_lct_0.05,power_lct_0.05,t_lct_0.1,R_lct_0.1,V_lct_0.1,S_lct_0.1,fdr_lct_0.1,power_lct_0.1,t_lctb_0.05_B100,R_lctb_0.05_B100,V_lctb_0.05_B100,S_lctb_0.05_B100,fdr_lctb_0.05_B100,power_lctb_0.05_B100,t_lctb_0.1_B100,R_lctb_0.1_B100,V_lctb_0.1_B100,S_lctb_0.1_B100,fdr_lctb_0.1_B100,power_lctb_0.1_B100,wall_time_s
exp,exp,500,120,120,0.65,20,0,1.0,204,20,184,171,0,171,0.09803921568627451,0.968421052631579,0.0,0.9,222,38,184,180,4,176,0.17117117117117117,0.968421052631579,0.022222222222222223,0.9263157894736842,4.012780911992021,168,0,168,0.0,0.8842105263157894,3.840907355424832,172,0,172,0.0,0.9052631578947369,2.7433771026388136,189,3,186,0.015873015873015872,0.9789473684210527,2.6057840923967763,193,7,186,0.03626943005181347,0.9789473684210527,11.352171
exp,exp,500,120,120,0.65,20,1,1.0,188,18,170,151,2,149,0.09574468085106383,0.8947368421052632,0.013245033112582781,0.7842105263157895,210,33,177,162,5,157,0.15714285714285714,0.9315789473684211,0.030864197530864196,0.8263157894736842,4.077542186332053,128,0,128,0.0,0.6736842105263158,3.8751144604717283,138,0,138,0.0,0.7263157894736842,2.76737885977605,179,5,174,0.027932960893854747,0.9157894736842105,2.5562870725422995,186,9,177,0.04838709677419355,0.9315789473684211,11.298386
exp,exp,500,120,120,0.65,20,2,1.0,215,29,186,186,5,181,0.13488372093023257,0.9789473684210527,0.026881720430107527,0.9526315789473684,232,44,188,191,7,184,0.1896551724137931,0.9894736842105263,0.03664921465968586,0.968421052631579,4.04052030910582,179,0,179,0.0,0.9421052631578948,3.8500528185979936,181,0,181,0.0,0.9526315789473684,2.729308344057289,196,9,187,0.04591836734693878,0.9842105263157894,2.584090555382308,204,16,188,0.0784313725490196,0.9894736842105263,11.193969
exp,exp,500,120,120,0.65,20,3,1.0,178,13,165,141,2,139,0.07303370786516854,0.868421052631579,0.014184397163120567,0.7315789473684211,196,28,168,149,4,145,0.14285714285714285,0.8842105263157894,0.026845637583892617,0.7631578947368421,4.0721337691315584,126,0,126,0.0,0.6631578947368421,3.8787356025444484,135,0,135,0.0,0.7105263157894737,2.7188470338997908,172,6,166,0.03488372093023256,0.8736842105263158,2.599000340749094,181,10,171,0.055248618784530384,0.9,11.155736
exp,exp,500,120,120,0.65,20,4,1.0,185,12,173,150,1,149,0.06486486486486487,0.9105263157894737,0.006666666666666667,0.7842105263157895,204,26,178,161,2,159,0.12745098039215685,0.9368421052631579,0.012422360248447204,0.8368421052631579,4.050754929592831,140,0,140,0.0,0.7368421052631579,3.8619411888197623,144,0,144,0.0,0.7578947368421053,2.7500250391237793,179,3,176,0.01675977653631285,0.9263157894736842,2.599194581832203,187,9,178,0.0481283422459893,0.9368421052631579,11.236119
exp,exp,500,120,120,0.65,20,5,1.0,197,25,172,153,0,153,0.12690355329949238,0.9052631578947369,0.0,0.8052631578947368,219,43,176,157,1,156,0.1963470319634703,0.9263157894736842,0.006369426751592357,0.8210526315789474,4.025429823220025,147,0,147,0.0,0.7736842105263158,3.8617897492995126,155,0,155,0.0,0.8157894736842105,2.7657185787351737,173,0,173,0.0,0.9105263157894737,2.5912146364018565,183,9,174,0.04918032786885246,0.9157894736842105,10.779852
exp,exp,500,120,120,0.65,20,6,1.0,175,18,157,123,2,121,0.10285714285714286,0.8263157894736842,0.016260162601626018,0.6368421052631579,199,33,166,137,4,133,0.1658291457286432,0.8736842105263158,0.029197080291970802,0.7,4.133609117052157,106,0,106,0.0,0.5578947368421052,3.9656346985624307,112,0,112,0.0,0.5894736842105263,2.7043416837312484,158,7,151,0.04430379746835443,0.7947368421052632,2.5813220151256537,166,10,156,0.060240963855421686,0.8210526315789474,11.367492
exp,exp,500,120,120,0.65,20,7,1.0,194,19,175,146,1,145,0.0979381443298969,0.9210526315789473,0.00684931506849315,0.7631578947368421,219,40,179,157,2,155,0.182648401826484,0.9421052631578948,0.012738853503184714,0.8157894736842105,4.078633271982325,137,0,137,0.0,0.7210526315789474,3.863951819694079,141,0,141,0.0,0.7421052631578947,2.7477437484575176,175,2,173,0.011428571428571429,0.9105263157894737,2.599312272598125,185,11,174,0.05945945945945946,0.9157894736842105,11.428372
exp,exp,500,120,120,0.65,20,8,1.0,179,18,161,131,1,130,0.1005586592178771,0.8473684210526315,0.007633587786259542,0.6842105263157895,205,37,168,141,2,139,0.18048780487804877,0.8842105263157894,0.014184397163120567,0.7315789473684211,4.11580273213208,114,0,114,0.0,0.6,3.902780812267326,126,0,126,0.0,0.6631578947368421,2.7495198393640923,163,3,160,0.018404907975460124,0.8421052631578947,2.5997254826899496,176,12,164,0.06818181818181818,0.8631578947368421,10.799401
exp,exp,500,120,120,0.65,20,9,1.0,184,25,159,132,7,125,0.1358695652173913,0.8368421052631579,0.05303030303030303,0.6578947368421053,204,41,163,144,7,137,0.20098039215686275,0.8578947368421053,0.04861111111111111,0.7210526315789474,4.114627711850254,104,0,104,0.0,0.5473684210526316,3.919034003280702,111,0,111,0.0,0.5842105263157895,2.70904812844329,162,8,154,0.04938271604938271,0.8105263157894737,2.5470683712570508,177,18,159,0.1016949152542373,0.8368421052631579,11.353618
