file,model,p,n,rho,alpha,method,mean,se
power_gaussian_p250_n120_rho0.5_b20_R20.csv,gaussian,250,120,0.5,0.05,BH,0.04509000975761791,0.003082164491976664
power_gaussian_p250_n120_rho0.5_b20_R20.csv,gaussian,250,120,0.5,0.05,BY,0.00543766871217241,0.0019473371078108205
power_gaussian_p250_n120_rho0.5_b20_R20.csv,gaussian,250,120,0.5,0.05,LCT-B,0.0394736842105263,
power_gaussian_p250_n120_rho0.5_b20_R20.csv,gaussian,250,120,0.5,0.05,LCT-N,0.049409751813484296,0.00260881143142517
power_gaussian_p250_n120_rho0.5_b20_R300.csv,gaussian,250,120,0.5,-,BH,0.10216357289951476,0.0014461055807066347
power_gaussian_p250_n120_rho0.5_b20_R300.csv,gaussian,250,120,0.5,-,BY,0.010180189554316064,0.00063372435218137
power_gaussian_p250_n120_rho0.5_b20_R300.csv,gaussian,250,120,0.5,-,LCT-B,0.0606060606060606,
power_gaussian_p250_n120_rho0.5_b20_R300.csv,gaussian,250,120,0.5,-,LCT-N,0.10685558183738064,0.001401921806622151
power_gaussian_p250_n120_rho0.5_b20_R300.csv,gaussian,250,120,0.5,0.05,BH,0.05240419384820591,0.0010741963109688233
power_gaussian_p250_n120_rho0.5_b20_R300.csv,gaussian,250,120,0.5,0.05,BY,0.005380523564681499,0.0005748835700551869
power_gaussian_p250_n120_rho0.5_b20_R300.csv,gaussian,250,120,0.5,0.05,LCT-B,0.0394736842105263,
power_gaussian_p250_n120_rho0.5_b20_R300.csv,gaussian,250,120,0.5,0.05,LCT-N,0.05437121412469222,0.0009814389788547167
power_gaussian_p250_n120_rho0.6_b20_R20.csv,gaussian,250,120,0.6,-,BH,0.09910705420008709,0.004961791767977654
power_gaussian_p250_n120_rho0.6_b20_R20.csv,gaussian,250,120,0.6,-,BY,0.009454064632067315,0.0015017721453438194
power_gaussian_p250_n120_rho0.6_b20_R20.csv,gaussian,250,120,0.6,-,LCT-B,0.0656565656565656,
