file,model,p,n,rho,alpha,method,mean,se
power_gaussian_p250_n200_rho0.6_b20_R20.csv,gaussian,250,200,0.6,0.05,LCT-N,1.0,0.0
power_gaussian_p250_n200_rho0.6_b20_R300.csv,gaussian,250,200,0.6,-,BH,0.9997017543859649,8.966911202869838e-05
power_gaussian_p250_n200_rho0.6_b20_R300.csv,gaussian,250,200,0.6,-,BY,0.9975438596491227,0.0002985716004960603
power_gaussian_p250_n200_rho0.6_b20_R300.csv,gaussian,250,200,0.6,-,LCT-B,1.0,
power_gaussian_p250_n200_rho0.6_b20_R300.csv,gaussian,250,200,0.6,-,LCT-N,0.9998947368421053,4.2612679197511666e-05
power_gaussian_p250_n200_rho0.6_b20_R300.csv,gaussian,250,200,0.6,0.05,BH,0.999280701754386,0.0001484872436546906
power_gaussian_p250_n200_rho0.6_b20_R300.csv,gaussian,250,200,0.6,0.05,BY,0.9956315789473685,0.00048008222561745365
power_gaussian_p250_n200_rho0.6_b20_R300.csv,gaussian,250,200,0.6,0.05,LCT-B,1.0,
power_gaussian_p250_n200_rho0.6_b20_R300.csv,gaussian,250,200,0.6,0.05,LCT-N,0.9998421052631579,5.756387726180777e-05
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,-,BH,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,-,BY,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,-,LCT-B,1.0,
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,-,LCT-N,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,0.05,BH,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,0.05,BY,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,0.05,LCT-B,1.0,
power_gaussian_p250_n200_rho0.7_b20_R20.csv,gaussian,250,200,0.7,0.05,LCT-N,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,-,BH,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,-,BY,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,-,LCT-B,1.0,
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,-,LCT-N,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,0.05,BH,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,0.05,BY,1.0,0.0
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,0.05,LCT-B,1.0,
power_gaussian_p250_n200_rho0.7_b20_R300.csv,gaussian,250,200,0.7,0.05,LCT-N,1.0,0.0
power_gaussian_p250_n200_rho0.8_b20_R20.csv,gaussian,250,200,0.8,-,BH,1.0,0.0
power_gaussian_p250_n200_rho0.8_b20_R20.csv,gaussian,250,200,0.8,-,BY,1.0,0.0
power_gaussian_p250_n200_rho0.8_b20_R20.csv,gaussian,250,200,0.8,-,LCT-B,1.0,
power_gaussian_p250_n200_rho0.8_b20_R20.csv,gaussian,250,200,0.8,-,LCT-N,1.0,0.0
power_gaussian_p250_n200_rho0.8_b20_R20.csv,gaussian,250,200,0.8,0.05,BH,1.0,0.0
power_gaussian_p250_n200_rho0.8_b20_R20.csv,gaussian,250,200,0.8,0.05,BY,1.0,0.0
power_gaussian_p250_n200_rho0.8_b20_R20.csv,gaussian,250,200,0.8,0.05,LCT-B,1.0,
power_gaussian_p250_n200_rho0.8_b20_R20.csv,gaussian,250,200,0.8,0.05,LCT-N,1.0,0.0
power_gaussian_p250_n200_rho0.8_b20_R300.csv,gaussian,250,200,0.8,-,BH,1.0,0.0
power_gaussian_p250_n200_rho0.8_b20_R300.csv,gaussian,250,200,0.8,-,BY,1.0,0.0
power_gaussian_p250_n200_rho0.8_b20_R300.csv,gaussian,250,200,0.8,-,LCT-B,1.0,
power_gaussian_p250_n200_rho0.8_b20_R300.csv,gaussian,250,200,0.8,-,LCT-N,1.0,0.0
